yearmonth,location,site,plot,category,percentcover,period
2021,Tampico,24,32,sponge,0.08832116788321168,baseline
2021,Tampico,24,32,sand-rubble,0.5440389294403893,baseline
2021,Tampico,24,32,tools,0.015815085158150853,baseline
2021,Tampico,26,41,coral,0.009408773045136681,baseline
2021,Tampico,26,41,gorgonian,0.012078830260648443,baseline
2021,Tampico,26,41,algae,0.2581055308328036,baseline
2021,Tampico,26,41,other,0.006230133502860775,baseline
2021,Tampico,26,41,sponge,0.07565162110616656,baseline
2021,Tampico,26,41,sand-rubble,0.6015257469802925,baseline
2021,Tampico,26,41,tools,0.036999364272091544,baseline
2021,Tampico,26,42,coral,0.008738548273431995,baseline
2021,Tampico,26,42,gorgonian,0.013530655391120507,baseline
2021,Tampico,26,42,algae,0.12938689217758986,baseline
2021,Tampico,26,42,other,0.004651162790697674,baseline
2021,Tampico,26,42,sponge,0.13403805496828752,baseline
2021,Tampico,26,42,sand-rubble,0.7017618040873855,baseline
2021,Tampico,26,42,tools,0.007892882311486963,baseline
2021,Tampico,26,43,coral,0.007654320987654321,baseline
2021,Tampico,26,43,gorgonian,0.005432098765432099,baseline
2021,Tampico,26,43,algae,0.1708641975308642,baseline
2021,Tampico,26,43,other,0.0032098765432098763,baseline
2021,Tampico,26,43,sponge,0.09703703703703703,baseline
2021,Tampico,26,43,sand-rubble,0.6898765432098766,baseline
2021,Tampico,26,43,tools,0.025925925925925925,baseline
2021,Tampico,26,44,coral,0.012363636363636363,baseline
2021,Tampico,26,44,gorgonian,0.012654545454545455,baseline
2021,Tampico,26,44,algae,0.10778181818181819,baseline
2021,Tampico,26,44,other,0.0037818181818181818,baseline
2021,Tampico,26,44,sponge,0.08654545454545455,baseline
2021,Tampico,26,44,sand-rubble,0.7652363636363636,baseline
2021,Tampico,26,44,tools,0.011636363636363636,baseline
2021,Tampico,35,1,coral,0.007328605200945627,baseline
2021,Tampico,35,1,gorgonian,0.001182033096926714,baseline
2021,Tampico,35,1,algae,0.4390070921985816,baseline
2021,Tampico,35,1,other,7.092198581560284e-4,baseline
2021,Tampico,35,1,sponge,0.012293144208037825,baseline
2021,Tampico,35,1,sand-rubble,0.5252955082742317,baseline
2021,Tampico,35,1,seagrass,0.001182033096926714,baseline
2021,Tampico,35,1,tools,0.013002364066193853,baseline
2021,Tampico,35,2,coral,0.0068322981366459624,baseline
2021,Tampico,35,2,gorgonian,0.004968944099378882,baseline
2021,Tampico,35,2,algae,0.41304347826086957,baseline
2021,Tampico,35,2,other,0.0010351966873706005,baseline
2021,Tampico,35,2,sponge,0.03954451345755693,baseline
2021,Tampico,35,2,sand-rubble,0.5265010351966873,baseline
2021,Tampico,35,2,seagrass,2.0703933747412008e-4,baseline
2021,Tampico,35,2,tools,0.0078674948240165625,baseline
2021,Tampico,35,3,coral,0.0035842293906810036,baseline
2021,Tampico,35,3,gorgonian,0.001075268817204301,baseline
2021,Tampico,35,3,algae,0.3935483870967742,baseline
2021,Tampico,35,3,other,3.5842293906810036e-4,baseline
2021,Tampico,35,3,sponge,0.02025089605734767,baseline
2021,Tampico,35,3,sand-rubble,0.5747311827956989,baseline
2021,Tampico,35,3,tools,0.0064516129032258064,baseline
2021,Tampico,35,4,coral,0.01358950328022493,baseline
2021,Tampico,35,4,gorgonian,0.00880974695407685,baseline
2021,Tampico,35,4,algae,0.42361761949390814,baseline
2021,Tampico,35,4,other,0.01471415182755389,baseline
2021,Tampico,35,4,sponge,0.007122774133083412,baseline
2021,Tampico,35,4,sand-rubble,0.49737582005623243,baseline
2021,Tampico,35,4,tools,0.03345829428303655,baseline
2021,Tampico,35,4,zoanthid,0.0013120899718837863,baseline
2021,Tampico,37,17,coral,0.005811965811965812,baseline
2021,Tampico,37,17,gorgonian,0.014017094017094018,baseline
2021,Tampico,37,17,algae,0.24068376068376068,baseline
2021,Tampico,37,17,other,0.0011965811965811966,baseline
2021,Tampico,37,17,sponge,0.12307692307692308,baseline
2021,Tampico,37,17,sand-rubble,0.5950427350427351,baseline
2021,Tampico,37,17,tools,0.02017094017094017,baseline
2021,Tampico,37,18,coral,0.018157181571815718,baseline
2021,Tampico,37,18,gorgonian,0.03116531165311653,baseline
2021,Tampico,37,18,algae,0.3276422764227642,baseline
2021,Tampico,37,18,other,0.0035230352303523035,baseline
2021,Tampico,37,18,sponge,0.08699186991869919,baseline
2021,Tampico,37,18,sand-rubble,0.4715447154471545,baseline
2021,Tampico,37,18,tools,0.06097560975609756,baseline
2021,Tampico,37,19,coral,0.016931216931216932,baseline
2021,Tampico,37,19,gorgonian,0.06428571428571428,baseline
2021,Tampico,37,19,algae,0.37195767195767193,baseline
2021,Tampico,37,19,other,0.0010582010582010583,baseline
2021,Tampico,37,19,sponge,0.11190476190476191,baseline
2021,Tampico,37,19,sand-rubble,0.3619047619047619,baseline
2021,Tampico,37,19,seagrass,2.6455026455026457e-4,baseline
2021,Tampico,37,19,tools,0.0716931216931217,baseline
2021,Tampico,37,20,coral,0.0206140350877193,baseline
2021,Tampico,37,20,gorgonian,0.06710526315789474,baseline
2021,Tampico,37,20,algae,0.16359649122807018,baseline
2021,Tampico,37,20,sponge,0.14912280701754385,baseline
2021,Tampico,37,20,sand-rubble,0.5635964912280702,baseline
2021,Tampico,37,20,tools,0.035964912280701755,baseline
2021,Tampico,39,37,coral,0.009615384615384616,baseline
2021,Tampico,39,37,gorgonian,0.026602564102564102,baseline
2021,Tampico,39,37,algae,0.22884615384615384,baseline
2021,Tampico,39,37,other,0.001282051282051282,baseline
2021,Tampico,39,37,sponge,0.029487179487179487,baseline
2021,Tampico,39,37,sand-rubble,0.6923076923076923,baseline
2021,Tampico,39,37,tools,0.011858974358974358,baseline
2021,Tampico,39,38,coral,0.012101910828025478,baseline
2021,Tampico,39,38,gorgonian,0.048195329087048835,baseline
2021,Tampico,39,38,algae,0.18619957537154988,baseline
2021,Tampico,39,38,other,2.1231422505307856e-4,baseline
2021,Tampico,39,38,sponge,0.09532908704883228,baseline
2021,Tampico,39,38,sand-rubble,0.6481953290870488,baseline
2021,Tampico,39,38,tools,0.009766454352441613,baseline
2021,Tampico,39,39,coral,0.018666666666666668,baseline
2021,Tampico,39,39,gorgonian,0.043238095238095235,baseline
2021,Tampico,39,39,algae,0.26761904761904765,baseline
2021,Tampico,39,39,other,0.004,baseline
2021,Tampico,39,39,sponge,0.11161904761904762,baseline
2021,Tampico,39,39,sand-rubble,0.5371428571428571,baseline
2021,Tampico,39,39,tools,0.017714285714285714,baseline
2021,Tampico,39,40,coral,0.020068317677198976,baseline
2021,Tampico,39,40,gorgonian,0.0408198121263877,baseline
2021,Tampico,39,40,algae,0.2730999146029035,baseline
2021,Tampico,39,40,other,0.001878736122971819,baseline
2021,Tampico,39,40,sponge,0.04790777113578138,baseline
2021,Tampico,39,40,sand-rubble,0.6064047822374039,baseline
2021,Tampico,39,40,tools,0.009735269000853971,baseline
2021,Tampico,39,40,zoanthid,8.539709649871905e-5,baseline
2021,Tampico,4,5,coral,0.014866310160427807,baseline
2021,Tampico,4,5,gorgonian,0.05080213903743316,baseline
2021,Tampico,4,5,algae,0.5696256684491978,baseline
2021,Tampico,4,5,other,0.0028877005347593583,baseline
2021,Tampico,4,5,sponge,0.011550802139037433,baseline
2021,Tampico,4,5,sand-rubble,0.319572192513369,baseline
2021,Tampico,4,5,tools,0.03058823529411765,baseline
2021,Tampico,4,5,zoanthid,1.06951871657754e-4,baseline
2021,Tampico,4,6,coral,0.026801801801801802,baseline
2021,Tampico,4,6,gorgonian,0.10810810810810811,baseline
2021,Tampico,4,6,algae,0.38400900900900903,baseline
2021,Tampico,4,6,sponge,0.06981981981981981,baseline
2021,Tampico,4,6,sand-rubble,0.35405405405405405,baseline
2021,Tampico,4,6,seagrass,2.2522522522522523e-4,baseline
2021,Tampico,4,6,tools,0.05698198198198198,baseline
2021,Tampico,4,7,coral,0.04197530864197531,baseline
2021,Tampico,4,7,gorgonian,0.10148148148148148,baseline
2021,Tampico,4,7,algae,0.33901234567901234,baseline
2021,Tampico,4,7,sponge,0.22518518518518518,baseline
2021,Tampico,4,7,sand-rubble,0.2580246913580247,baseline
2021,Tampico,4,7,tools,0.03432098765432099,baseline
2021,Tampico,4,8,coral,0.02362869198312236,baseline
2021,Tampico,4,8,gorgonian,0.0770042194092827,baseline
2021,Tampico,4,8,algae,0.27552742616033754,baseline
2021,Tampico,4,8,other,2.109704641350211e-4,baseline
2021,Tampico,4,8,sponge,0.17552742616033756,baseline
2021,Tampico,4,8,sand-rubble,0.42046413502109703,baseline
2021,Tampico,4,8,tools,0.027637130801687764,baseline
2021,Tampico,43,21,coral,0.014414414414414415,baseline
2021,Tampico,43,21,gorgonian,0.06171171171171171,baseline
2021,Tampico,43,21,algae,0.3891891891891892,baseline
2021,Tampico,43,21,other,0.0018018018018018018,baseline
2021,Tampico,43,21,sponge,0.07792792792792792,baseline
2021,Tampico,43,21,sand-rubble,0.3932432432432432,baseline
2021,Tampico,43,21,tools,0.06171171171171171,baseline
2021,Tampico,43,22,coral,0.029841269841269842,baseline
2021,Tampico,43,22,gorgonian,0.07555555555555556,baseline
2021,Tampico,43,22,algae,0.24857142857142858,baseline
2021,Tampico,43,22,other,9.523809523809524e-4,baseline
2021,Tampico,43,22,sponge,0.21174603174603174,baseline
2021,Tampico,43,22,sand-rubble,0.4111111111111111,baseline
2021,Tampico,43,22,tools,0.022222222222222223,baseline
2021,Tampico,43,24,coral,0.020610687022900764,baseline
2021,Tampico,43,24,gorgonian,0.042748091603053436,baseline
2021,Tampico,43,24,algae,0.3246819338422392,baseline
2021,Tampico,43,24,other,7.633587786259542e-4,baseline
2021,Tampico,43,24,sponge,0.11068702290076336,baseline
2021,Tampico,43,24,sand-rubble,0.4679389312977099,baseline
2021,Tampico,43,24,tools,0.03256997455470738,baseline
2021,Tampico,45,25,coral,0.020353982300884955,baseline
2021,Tampico,45,25,gorgonian,0.07418879056047198,baseline
2021,Tampico,45,25,algae,0.2383480825958702,baseline
2021,Tampico,45,25,other,0.01047197640117994,baseline
2021,Tampico,45,25,sponge,0.20530973451327433,baseline
2021,Tampico,45,25,sand-rubble,0.3476401179941003,baseline
2021,Tampico,45,25,seagrass,1.4749262536873156e-4,baseline
2021,Tampico,45,25,tools,0.10353982300884956,baseline
2021,Tampico,45,26,coral,0.015492957746478873,baseline
2021,Tampico,45,26,gorgonian,0.09107981220657277,baseline
2021,Tampico,45,26,algae,0.4007042253521127,baseline
2021,Tampico,45,26,other,0.004694835680751174,baseline
2021,Tampico,45,26,sponge,0.19507042253521126,baseline
2021,Tampico,45,26,sand-rubble,0.24225352112676057,baseline
2021,Tampico,45,26,tools,0.05070422535211268,baseline
2021,Tampico,45,27,coral,0.02383838383838384,baseline
2021,Tampico,45,27,gorgonian,0.05441077441077441,baseline
2021,Tampico,45,27,algae,0.6491582491582492,baseline
2021,Tampico,45,27,other,0.018047138047138048,baseline
2021,Tampico,45,27,sponge,0.006464646464646465,baseline
2021,Tampico,45,27,sand-rubble,0.2084848484848485,baseline
2021,Tampico,45,27,tools,0.03946127946127946,baseline
2021,Tampico,45,27,zoanthid,1.3468013468013467e-4,baseline
2021,Tampico,45,28,coral,0.01355214399152991,baseline
2021,Tampico,45,28,gorgonian,0.05569084171519322,baseline
2021,Tampico,45,28,algae,0.6135521439915299,baseline
2021,Tampico,45,28,other,0.015457914240338804,baseline
2021,Tampico,45,28,sponge,0.010375860243515087,baseline
2021,Tampico,45,28,sand-rubble,0.2436209634727369,baseline
2021,Tampico,45,28,tools,0.04775013234515617,baseline
202206,Maguey,08,69,coral,0.018465227817745802,dieoff
202206,Maguey,08,69,gorgonian,0.015107913669064749,dieoff
202206,Maguey,08,69,algae,0.33645083932853714,dieoff
202206,Maguey,08,69,other,0.003117505995203837,dieoff
202206,Maguey,08,69,sponge,0.017026378896882494,dieoff
202206,Maguey,08,69,sand-rubble,0.5306954436450839,dieoff
202206,Maguey,08,69,seagrass,0.057793764988009595,dieoff
202206,Maguey,08,69,tools,0.021342925659472423,dieoff
202206,Maguey,08,70,coral,0.013827160493827161,dieoff
202206,Maguey,08,70,gorgonian,0.016790123456790124,dieoff
202206,Maguey,08,70,algae,0.2562962962962963,dieoff
202206,Maguey,08,70,sponge,0.006419753086419753,dieoff
202206,Maguey,08,70,sand-rubble,0.6498765432098765,dieoff
202206,Maguey,08,70,seagrass,0.016049382716049384,dieoff
202206,Maguey,08,70,tools,0.040740740740740744,dieoff
202206,Maguey,08,71,coral,0.014523809523809524,dieoff
202206,Maguey,08,71,gorgonian,0.04261904761904762,dieoff
202206,Maguey,08,71,algae,0.3902380952380952,dieoff
202206,Maguey,08,71,other,0.0033333333333333335,dieoff
202206,Maguey,08,71,sponge,0.007619047619047619,dieoff
202206,Maguey,08,71,sand-rubble,0.4980952380952381,dieoff
202206,Maguey,08,71,seagrass,0.010714285714285714,dieoff
202206,Maguey,08,71,tools,0.032857142857142856,dieoff
202206,Maguey,08,72,coral,0.020080321285140562,dieoff
202206,Maguey,08,72,gorgonian,0.014056224899598393,dieoff
202206,Maguey,08,72,algae,0.3002008032128514,dieoff
202206,Maguey,08,72,other,0.0012048192771084338,dieoff
202206,Maguey,08,72,sponge,0.006224899598393574,dieoff
202206,Maguey,08,72,sand-rubble,0.6116465863453815,dieoff
202206,Maguey,08,72,seagrass,0.024297188755020082,dieoff
202206,Maguey,08,72,tools,0.022289156626506025,dieoff
202206,Maguey,10,81,coral,0.005729166666666666,dieoff
202206,Maguey,10,81,gorgonian,0.0049479166666666664,dieoff
202206,Maguey,10,81,algae,0.18125,dieoff
202206,Maguey,10,81,other,0.0046875,dieoff
202206,Maguey,10,81,sponge,0.018489583333333334,dieoff
202206,Maguey,10,81,sand-rubble,0.75546875,dieoff
202206,Maguey,10,81,tools,0.029427083333333333,dieoff
202206,Maguey,10,82,coral,0.0045045045045045045,dieoff
202206,Maguey,10,82,gorgonian,9.009009009009009e-4,dieoff
202206,Maguey,10,82,algae,0.15795795795795795,dieoff
202206,Maguey,10,82,other,0.002702702702702703,dieoff
202206,Maguey,10,82,sponge,0.013213213213213212,dieoff
202206,Maguey,10,82,sand-rubble,0.8033033033033034,dieoff
202206,Maguey,10,82,tools,0.017417417417417418,dieoff
202206,Maguey,10,83,coral,0.008136482939632546,dieoff
202206,Maguey,10,83,gorgonian,0.016010498687664042,dieoff
202206,Maguey,10,83,algae,0.215748031496063,dieoff
202206,Maguey,10,83,other,0.005511811023622047,dieoff
202206,Maguey,10,83,sponge,0.01837270341207349,dieoff
202206,Maguey,10,83,sand-rubble,0.7186351706036745,dieoff
202206,Maguey,10,83,tools,0.01758530183727034,dieoff
202206,Maguey,10,84,coral,0.003816793893129771,dieoff
202206,Maguey,10,84,gorgonian,0.002035623409669211,dieoff
202206,Maguey,10,84,algae,0.3198473282442748,dieoff
202206,Maguey,10,84,other,0.006361323155216285,dieoff
202206,Maguey,10,84,sponge,0.011704834605597965,dieoff
202206,Maguey,10,84,sand-rubble,0.6475826972010178,dieoff
202206,Maguey,10,84,tools,0.008651399491094147,dieoff
202206,Maguey,12,53,coral,0.006981981981981982,dieoff
202206,Maguey,12,53,gorgonian,0.016666666666666666,dieoff
202206,Maguey,12,53,algae,0.2653153153153153,dieoff
202206,Maguey,12,53,other,9.009009009009009e-4,dieoff
202206,Maguey,12,53,sponge,0.0038288288288288288,dieoff
202206,Maguey,12,53,sand-rubble,0.6995495495495495,dieoff
202206,Maguey,12,53,tools,0.006756756756756757,dieoff
202206,Maguey,12,54,coral,0.00467479674796748,dieoff
202206,Maguey,12,54,gorgonian,0.011585365853658536,dieoff
202206,Maguey,12,54,algae,0.36646341463414633,dieoff
202206,Maguey,12,54,other,0.0010162601626016261,dieoff
202206,Maguey,12,54,sponge,0.0034552845528455283,dieoff
202206,Maguey,12,54,sand-rubble,0.6002032520325203,dieoff
202206,Maguey,12,54,seagrass,8.130081300813008e-4,dieoff
202206,Maguey,12,54,tools,0.011788617886178862,dieoff
202206,Maguey,12,55,coral,0.007916666666666667,dieoff
202206,Maguey,12,55,gorgonian,0.013125,dieoff
202206,Maguey,12,55,algae,0.32125,dieoff
202206,Maguey,12,55,other,0.00125,dieoff
202206,Maguey,12,55,sponge,0.005625,dieoff
202206,Maguey,12,55,sand-rubble,0.596875,dieoff
202206,Maguey,12,55,seagrass,0.045208333333333336,dieoff
202206,Maguey,12,55,tools,0.00875,dieoff
202206,Maguey,12,56,coral,0.012324929971988795,dieoff
202206,Maguey,12,56,gorgonian,0.013165266106442577,dieoff
202206,Maguey,12,56,algae,0.3826330532212885,dieoff
202206,Maguey,12,56,other,0.004481792717086834,dieoff
202206,Maguey,12,56,sponge,0.00392156862745098,dieoff
202206,Maguey,12,56,sand-rubble,0.5759103641456582,dieoff
202206,Maguey,12,56,seagrass,8.403361344537816e-4,dieoff
202206,Maguey,12,56,tools,0.0067226890756302525,dieoff
202206,Maguey,15,61,coral,0.02230576441102757,dieoff
202206,Maguey,15,61,gorgonian,0.021052631578947368,dieoff
202206,Maguey,15,61,algae,0.37468671679197996,dieoff
202206,Maguey,15,61,other,0.0017543859649122807,dieoff
202206,Maguey,15,61,sponge,0.004511278195488722,dieoff
202206,Maguey,15,61,sand-rubble,0.5488721804511278,dieoff
202206,Maguey,15,61,tools,0.02681704260651629,dieoff
202206,Maguey,15,62,coral,0.011032863849765259,dieoff
202206,Maguey,15,62,gorgonian,0.011032863849765259,dieoff
202206,Maguey,15,62,algae,0.4288732394366197,dieoff
202206,Maguey,15,62,other,7.042253521126761e-4,dieoff
202206,Maguey,15,62,sponge,0.009624413145539907,dieoff
202206,Maguey,15,62,sand-rubble,0.5089201877934272,dieoff
202206,Maguey,15,62,seagrass,9.389671361502347e-4,dieoff
202206,Maguey,15,62,tools,0.028873239436619718,dieoff
202206,Maguey,15,63,coral,0.018584070796460177,dieoff
202206,Maguey,15,63,gorgonian,0.027138643067846607,dieoff
202206,Maguey,15,63,algae,0.3504424778761062,dieoff
202206,Maguey,15,63,other,0.0011799410029498525,dieoff
202206,Maguey,15,63,sponge,0.009734513274336283,dieoff
202206,Maguey,15,63,sand-rubble,0.5793510324483776,dieoff
202206,Maguey,15,63,tools,0.013569321533923304,dieoff
202206,Maguey,15,64,coral,0.015217391304347827,dieoff
202206,Maguey,15,64,gorgonian,0.021980676328502414,dieoff
202206,Maguey,15,64,algae,0.3963768115942029,dieoff
202206,Maguey,15,64,other,0.002173913043478261,dieoff
202206,Maguey,15,64,sponge,0.00821256038647343,dieoff
202206,Maguey,15,64,sand-rubble,0.5413043478260869,dieoff
202206,Maguey,15,64,seagrass,2.4154589371980676e-4,dieoff
202206,Maguey,15,64,tools,0.014492753623188406,dieoff
202206,Maguey,17,89,coral,0.007077625570776256,dieoff
202206,Maguey,17,89,gorgonian,0.014840182648401826,dieoff
202206,Maguey,17,89,algae,0.19726027397260273,dieoff
202206,Maguey,17,89,other,0.002054794520547945,dieoff
202206,Maguey,17,89,sponge,0.014611872146118721,dieoff
202206,Maguey,17,89,sand-rubble,0.747716894977169,dieoff
202206,Maguey,17,89,seagrass,6.849315068493151e-4,dieoff
202206,Maguey,17,89,tools,0.015753424657534248,dieoff
202206,Maguey,17,90,coral,0.005833333333333334,dieoff
202206,Maguey,17,90,gorgonian,0.016944444444444446,dieoff
202206,Maguey,17,90,algae,0.21,dieoff
202206,Maguey,17,90,other,0.0030555555555555557,dieoff
202206,Maguey,17,90,sponge,0.008611111111111111,dieoff
202206,Maguey,17,90,sand-rubble,0.7447222222222222,dieoff
202206,Maguey,17,90,tools,0.010833333333333334,dieoff
202206,Maguey,17,91,coral,0.006382978723404255,dieoff
202206,Maguey,17,91,gorgonian,0.008274231678486997,dieoff
202206,Maguey,17,91,algae,0.13829787234042554,dieoff
202206,Maguey,17,91,other,0.0037825059101654845,dieoff
202206,Maguey,17,91,sponge,0.011583924349881796,dieoff
202206,Maguey,17,91,sand-rubble,0.817966903073286,dieoff
202206,Maguey,17,91,tools,0.013711583924349883,dieoff
202206,Maguey,17,92,coral,0.005787037037037037,dieoff
202206,Maguey,17,92,gorgonian,0.008796296296296297,dieoff
202206,Maguey,17,92,algae,0.14421296296296296,dieoff
202206,Maguey,17,92,other,0.001388888888888889,dieoff
202206,Maguey,17,92,sponge,0.01574074074074074,dieoff
202206,Maguey,17,92,sand-rubble,0.8134259259259259,dieoff
202206,Maguey,17,92,tools,0.010648148148148148,dieoff
202206,Maguey,28,73,coral,0.01788617886178862,dieoff
202206,Maguey,28,73,gorgonian,0.04715447154471545,dieoff
202206,Maguey,28,73,algae,0.2788617886178862,dieoff
202206,Maguey,28,73,other,0.001897018970189702,dieoff
202206,Maguey,28,73,sponge,0.00894308943089431,dieoff
202206,Maguey,28,73,sand-rubble,0.6116531165311653,dieoff
202206,Maguey,28,73,seagrass,0.013821138211382113,dieoff
202206,Maguey,28,73,tools,0.01978319783197832,dieoff
202206,Maguey,28,74,coral,0.008264462809917356,dieoff
202206,Maguey,28,74,gorgonian,0.007988980716253443,dieoff
202206,Maguey,28,74,algae,0.11019283746556474,dieoff
202206,Maguey,28,74,other,0.0022038567493112946,dieoff
202206,Maguey,28,74,sponge,0.006611570247933884,dieoff
202206,Maguey,28,74,sand-rubble,0.8501377410468319,dieoff
202206,Maguey,28,74,seagrass,0.003581267217630854,dieoff
202206,Maguey,28,74,tools,0.011019283746556474,dieoff
202206,Maguey,28,75,coral,0.010057471264367816,dieoff
202206,Maguey,28,75,gorgonian,0.016379310344827588,dieoff
202206,Maguey,28,75,algae,0.09885057471264368,dieoff
202206,Maguey,28,75,other,0.0014367816091954023,dieoff
202206,Maguey,28,75,sponge,0.008908045977011494,dieoff
202206,Maguey,28,75,sand-rubble,0.8543103448275862,dieoff
202206,Maguey,28,75,tools,0.010057471264367816,dieoff
202206,Maguey,28,76,coral,0.009333333333333334,dieoff
202206,Maguey,28,76,gorgonian,0.025066666666666668,dieoff
202206,Maguey,28,76,algae,0.22533333333333333,dieoff
202206,Maguey,28,76,other,0.0029333333333333334,dieoff
202206,Maguey,28,76,sponge,0.008533333333333334,dieoff
202206,Maguey,28,76,sand-rubble,0.7013333333333334,dieoff
202206,Maguey,28,76,seagrass,0.016266666666666665,dieoff
202206,Maguey,28,76,tools,0.0112,dieoff
202206,Maguey,38,57,coral,0.0012531328320802004,dieoff
202206,Maguey,38,57,gorgonian,0.0017543859649122807,dieoff
202206,Maguey,38,57,algae,0.3619047619047619,dieoff
202206,Maguey,38,57,other,2.506265664160401e-4,dieoff
202206,Maguey,38,57,sponge,0.0010025062656641604,dieoff
202206,Maguey,38,57,sand-rubble,0.612280701754386,dieoff
202206,Maguey,38,57,seagrass,0.008771929824561403,dieoff
202206,Maguey,38,57,tools,0.012781954887218045,dieoff
202206,Maguey,38,58,coral,0.008037825059101654,dieoff
202206,Maguey,38,58,gorgonian,0.004491725768321513,dieoff
202206,Maguey,38,58,algae,0.4215130023640662,dieoff
202206,Maguey,38,58,other,0.0030732860520094564,dieoff
202206,Maguey,38,58,sponge,0.006146572104018913,dieoff
202206,Maguey,38,58,sand-rubble,0.5356973995271868,dieoff
202206,Maguey,38,58,seagrass,0.005200945626477541,dieoff
202206,Maguey,38,58,tools,0.015839243498817965,dieoff
202206,Maguey,38,59,coral,0.009382716049382716,dieoff
202206,Maguey,38,59,gorgonian,0.017530864197530863,dieoff
202206,Maguey,38,59,algae,0.3790123456790123,dieoff
202206,Maguey,38,59,other,0.0032098765432098763,dieoff
202206,Maguey,38,59,sponge,0.0032098765432098763,dieoff
202206,Maguey,38,59,sand-rubble,0.5407407407407407,dieoff
202206,Maguey,38,59,seagrass,0.030123456790123456,dieoff
202206,Maguey,38,59,tools,0.016790123456790124,dieoff
202206,Maguey,38,60,coral,0.012146892655367232,dieoff
202206,Maguey,38,60,gorgonian,0.01384180790960452,dieoff
202206,Maguey,38,60,algae,0.3906779661016949,dieoff
202206,Maguey,38,60,other,0.0011299435028248588,dieoff
202206,Maguey,38,60,sponge,0.005649717514124294,dieoff
202206,Maguey,38,60,sand-rubble,0.5177966101694915,dieoff
202206,Maguey,38,60,seagrass,0.047740112994350284,dieoff
202206,Maguey,38,60,tools,0.011016949152542373,dieoff
202206,Maguey,43,65,coral,0.016944444444444446,dieoff
202206,Maguey,43,65,gorgonian,0.03,dieoff
202206,Maguey,43,65,algae,0.25916666666666666,dieoff
202206,Maguey,43,65,other,0.0019444444444444444,dieoff
202206,Maguey,43,65,sponge,0.005,dieoff
202206,Maguey,43,65,sand-rubble,0.6697222222222222,dieoff
202206,Maguey,43,65,tools,0.017222222222222222,dieoff
202206,Maguey,43,66,coral,0.009333333333333334,dieoff
202206,Maguey,43,66,gorgonian,0.015466666666666667,dieoff
202206,Maguey,43,66,algae,0.2693333333333333,dieoff
202206,Maguey,43,66,other,0.0018666666666666666,dieoff
202206,Maguey,43,66,sponge,0.0034666666666666665,dieoff
202206,Maguey,43,66,sand-rubble,0.6682666666666667,dieoff
202206,Maguey,43,66,seagrass,0.0026666666666666666,dieoff
202206,Maguey,43,66,tools,0.0296,dieoff
202206,Maguey,43,67,coral,0.010761154855643044,dieoff
202206,Maguey,43,67,gorgonian,0.03280839895013123,dieoff
202206,Maguey,43,67,algae,0.29133858267716534,dieoff
202206,Maguey,43,67,other,7.874015748031496e-4,dieoff
202206,Maguey,43,67,sponge,0.006299212598425197,dieoff
202206,Maguey,43,67,sand-rubble,0.6446194225721785,dieoff
202206,Maguey,43,67,tools,0.013385826771653543,dieoff
202206,Maguey,43,68,coral,0.017333333333333333,dieoff
202206,Maguey,43,68,gorgonian,0.018133333333333335,dieoff
202206,Maguey,43,68,algae,0.33786666666666665,dieoff
202206,Maguey,43,68,other,0.004,dieoff
202206,Maguey,43,68,sponge,0.005066666666666666,dieoff
202206,Maguey,43,68,sand-rubble,0.5970666666666666,dieoff
202206,Maguey,43,68,tools,0.020533333333333334,dieoff
202206,Maguey,45,85,coral,0.008905852417302799,dieoff
202206,Maguey,45,85,gorgonian,0.0053435114503816794,dieoff
202206,Maguey,45,85,algae,0.2157760814249364,dieoff
202206,Maguey,45,85,other,0.002544529262086514,dieoff
202206,Maguey,45,85,sponge,0.012977099236641221,dieoff
202206,Maguey,45,85,sand-rubble,0.7463104325699745,dieoff
202206,Maguey,45,85,tools,0.008142493638676845,dieoff
202206,Maguey,45,86,coral,0.0028776978417266188,dieoff
202206,Maguey,45,86,gorgonian,0.005995203836930456,dieoff
202206,Maguey,45,86,algae,0.18105515587529977,dieoff
202206,Maguey,45,86,other,0.003117505995203837,dieoff
202206,Maguey,45,86,sponge,0.009592326139088728,dieoff
202206,Maguey,45,86,sand-rubble,0.7774580335731415,dieoff
202206,Maguey,45,86,tools,0.01990407673860911,dieoff
202206,Maguey,45,87,coral,0.007344632768361582,dieoff
202206,Maguey,45,87,gorgonian,0.002824858757062147,dieoff
202206,Maguey,45,87,algae,0.16016949152542373,dieoff
202206,Maguey,45,87,other,0.003672316384180791,dieoff
202206,Maguey,45,87,sponge,0.01694915254237288,dieoff
202206,Maguey,45,87,sand-rubble,0.8002824858757062,dieoff
202206,Maguey,45,87,tools,0.008757062146892656,dieoff
202206,Maguey,45,88,coral,0.008602150537634409,dieoff
202206,Maguey,45,88,gorgonian,0.0034946236559139786,dieoff
202206,Maguey,45,88,algae,0.18118279569892473,dieoff
202206,Maguey,45,88,other,0.002688172043010753,dieoff
202206,Maguey,45,88,sponge,0.009946236559139785,dieoff
202206,Maguey,45,88,sand-rubble,0.7881720430107527,dieoff
202206,Maguey,45,88,tools,0.005913978494623656,dieoff
202206,Maguey,48,49,coral,0.014285714285714285,dieoff
202206,Maguey,48,49,gorgonian,0.007769423558897243,dieoff
202206,Maguey,48,49,algae,0.3799498746867168,dieoff
